no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Graduate,education_ Not Graduate,self_employed_ No,self_employed_ Yes,loan_status
0.0,0.8659793814432989,0.5025510204081632,0.4444444444444445,0.6733333333333333,0.8732876712328768,0.5154639175257731,0.7860824742268041,0.7006802721088435,0.0,1.0,0.0,1.0, Approved
0.6000000000000001,0.5773195876288659,0.41581632653061223,0.4444444444444445,0.2400000000000001,0.4589041095890411,0.30412371134020616,0.37886597938144334,0.5782312925170069,0.0,1.0,0.0,1.0, Rejected
0.6000000000000001,0.20618556701030927,0.15561224489795916,0.0,0.030000000000000027,0.05136986301369863,0.10824742268041238,0.10309278350515463,0.10204081632653061,1.0,0.0,1.0,0.0, Rejected
0.4,0.17525773195876287,0.15816326530612243,0.8888888888888888,0.6183333333333334,0.023972602739726026,0.12886597938144329,0.11597938144329896,0.07482993197278912,0.0,1.0,1.0,0.0, Approved
1.0,0.5979381443298969,0.29591836734693877,0.0,0.5483333333333333,0.08904109589041095,0.0,0.48711340206185566,0.28571428571428575,1.0,0.0,0.0,1.0, Approved
0.0,0.7938144329896907,0.7959183673469387,0.6666666666666665,0.915,0.6678082191780822,0.5309278350515464,0.6778350515463918,0.7210884353741497,0.0,1.0,1.0,0.0, Approved
0.0,0.9896907216494845,0.8622448979591836,1.0,0.7666666666666668,0.7397260273972602,0.4845360824742268,0.8530927835051546,0.9251700680272109,1.0,0.0,0.0,1.0, Approved
0.0,0.08247422680412371,0.07397959183673469,0.3333333333333333,0.00666666666666671,0.02054794520547945,0.03092783505154639,0.08762886597938144,0.04761904761904762,1.0,0.0,0.0,1.0, Rejected
0.6000000000000001,0.12371134020618556,0.06122448979591836,0.3333333333333333,0.5416666666666667,0.1095890410958904,0.09278350515463918,0.07989690721649484,0.06802721088435375,0.0,1.0,1.0,0.0, Approved
0.8,0.6391752577319587,0.5357142857142857,1.0,0.053333333333333344,0.1267123287671233,0.4690721649484536,0.40979381443298973,0.54421768707483,0.0,1.0,0.0,1.0, Rejected
0.2,0.556701030927835,0.34183673469387754,0.3333333333333333,0.31833333333333336,0.3493150684931507,0.19072164948453607,0.4690721649484536,0.28571428571428575,0.0,1.0,0.0,1.0, Rejected
0.8,0.14432989690721648,0.07397959183673469,0.7777777777777777,0.595,0.010273972602739725,0.005154639175257732,0.13917525773195877,0.0816326530612245,0.0,1.0,1.0,0.0, Approved
1.0,0.04123711340206185,0.030612244897959183,0.6666666666666665,0.405,0.0136986301369863,0.04639175257731959,0.04639175257731959,0.020408163265306124,0.0,1.0,1.0,0.0, Rejected
0.0,0.5257731958762886,0.32142857142857145,1.0,0.8766666666666667,0.5342465753424658,0.35051546391752575,0.30154639175257736,0.35374149659863946,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.8556701030927835,0.7780612244897959,0.6666666666666665,0.7416666666666667,0.3801369863013699,0.422680412371134,0.49226804123711343,0.489795918367347,0.0,1.0,1.0,0.0, Approved
1.0,0.26804123711340205,0.20153061224489793,0.6666666666666665,0.5250000000000001,0.2568493150684932,0.17010309278350516,0.16494845360824742,0.1836734693877551,0.0,1.0,1.0,0.0, Approved
0.0,0.7628865979381443,0.6964285714285714,0.0,0.2283333333333334,0.3458904109589041,0.5773195876288659,0.7036082474226805,0.46258503401360546,0.0,1.0,0.0,1.0, Approved
0.6000000000000001,0.07216494845360825,0.0433673469387755,0.8888888888888888,0.7866666666666668,0.0821917808219178,0.03608247422680412,0.08247422680412371,0.054421768707483,0.0,1.0,0.0,1.0, Approved
0.4,0.7628865979381443,0.7142857142857142,0.5555555555555556,0.8333333333333335,0.678082191780822,0.7628865979381443,0.39432989690721654,0.5306122448979592,1.0,0.0,1.0,0.0, Approved
0.0,0.6288659793814433,0.33163265306122447,0.0,0.6100000000000001,0.3047945205479452,0.20618556701030927,0.3582474226804124,0.33333333333333337,0.0,1.0,1.0,0.0, Approved
0.4,0.9587628865979381,0.7959183673469387,0.5555555555555556,0.5833333333333335,0.6061643835616438,0.8556701030927835,0.5644329896907216,0.7755102040816327,1.0,0.0,1.0,0.0, Approved
0.4,0.7731958762886597,0.49489795918367346,0.6666666666666665,0.9750000000000001,0.684931506849315,0.7525773195876289,0.5592783505154639,0.54421768707483,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.4536082474226804,0.4464285714285714,1.0,0.6933333333333334,0.4349315068493151,0.13402061855670103,0.27061855670103097,0.30612244897959184,1.0,0.0,1.0,0.0, Approved
0.4,0.5360824742268041,0.3622448979591837,0.3333333333333333,0.08166666666666667,0.3732876712328767,0.24742268041237112,0.5360824742268041,0.44897959183673475,1.0,0.0,1.0,0.0, Rejected
0.2,0.1958762886597938,0.10204081632653061,1.0,0.9933333333333334,0.00684931506849315,0.11855670103092783,0.18556701030927836,0.1564625850340136,1.0,0.0,0.0,1.0, Approved
0.0,0.7319587628865979,0.3622448979591837,0.7777777777777777,0.8516666666666668,0.03767123287671233,0.6391752577319587,0.4072164948453608,0.653061224489796,1.0,0.0,1.0,0.0, Approved
1.0,0.5257731958762886,0.5153061224489796,0.7777777777777777,0.8366666666666667,0.386986301369863,0.36597938144329895,0.5360824742268041,0.27891156462585037,1.0,0.0,1.0,0.0, Approved
0.6000000000000001,0.04123711340206185,0.03571428571428571,0.6666666666666665,0.3683333333333334,0.003424657534246575,0.05154639175257732,0.03608247422680412,0.04081632653061225,0.0,1.0,0.0,1.0, Rejected
1.0,0.29896907216494845,0.2602040816326531,0.2222222222222222,0.4733333333333334,0.2671232876712329,0.10824742268041238,0.2731958762886598,0.19727891156462588,1.0,0.0,1.0,0.0, Approved
0.0,0.05154639175257732,0.028061224489795915,0.6666666666666665,0.5650000000000002,0.0684931506849315,0.03608247422680412,0.05412371134020618,0.06122448979591837,0.0,1.0,1.0,0.0, Approved
0.0,0.7010309278350515,0.7015306122448979,0.7777777777777777,0.5666666666666667,0.3972602739726028,0.19072164948453607,0.40463917525773196,0.5578231292517007,1.0,0.0,1.0,0.0, Approved
0.8,0.4020618556701031,0.32653061224489793,0.6666666666666665,0.7866666666666668,0.386986301369863,0.21649484536082475,0.26288659793814434,0.2585034013605442,0.0,1.0,1.0,0.0, Approved
1.0,0.4536082474226804,0.2857142857142857,0.7777777777777777,0.6133333333333335,0.226027397260274,0.15979381443298968,0.25515463917525777,0.3741496598639456,0.0,1.0,1.0,0.0, Approved
0.8,0.5257731958762886,0.39540816326530615,0.0,0.3783333333333334,0.13356164383561642,0.26804123711340205,0.5,0.2653061224489796,1.0,0.0,1.0,0.0, Rejected
0.2,0.22680412371134018,0.12499999999999999,0.0,0.1183333333333334,0.2123287671232877,0.15979381443298968,0.211340206185567,0.09523809523809525,0.0,1.0,1.0,0.0, Rejected
0.0,0.18556701030927833,0.14285714285714285,0.5555555555555556,1.0,0.13356164383561642,0.12371134020618556,0.17525773195876287,0.20408163265306123,0.0,1.0,0.0,1.0, Approved
0.6000000000000001,0.7835051546391752,0.548469387755102,0.3333333333333333,0.3616666666666667,0.2671232876712329,0.26288659793814434,0.4948453608247423,0.6190476190476191,1.0,0.0,1.0,0.0, Rejected
0.0,0.7525773195876289,0.42091836734693877,0.7777777777777777,0.32000000000000006,0.7397260273972602,0.24742268041237112,0.6469072164948454,0.7551020408163266,1.0,0.0,0.0,1.0, Rejected
0.0,0.26804123711340205,0.1530612244897959,0.5555555555555556,0.5783333333333334,0.14383561643835618,0.0,0.21649484536082472,0.1564625850340136,0.0,1.0,0.0,1.0, Approved
0.4,0.3917525773195876,0.3239795918367347,0.4444444444444445,0.42000000000000004,0.13013698630136988,0.08247422680412371,0.39432989690721654,0.23129251700680273,1.0,0.0,0.0,1.0, Approved
0.2,0.22680412371134018,0.13520408163265304,0.7777777777777777,0.1316666666666667,0.13013698630136988,0.03092783505154639,0.17783505154639176,0.23129251700680273,0.0,1.0,1.0,0.0, Rejected
0.8,0.9999999999999999,0.5714285714285714,0.5555555555555556,0.44500000000000006,0.9726027397260274,0.5103092783505154,0.7577319587628866,0.3673469387755102,0.0,1.0,1.0,0.0, Approved
0.2,0.9072164948453607,0.5739795918367346,0.4444444444444445,0.18666666666666676,0.003424657534246575,0.8041237113402062,0.8170103092783505,0.3197278911564626,1.0,0.0,0.0,1.0, Rejected
0.0,0.9484536082474226,0.48214285714285715,1.0,0.6800000000000002,0.7294520547945206,0.8402061855670103,0.595360824742268,0.8979591836734695,1.0,0.0,0.0,1.0, Approved
0.2,0.0,0.005102040816326529,0.4444444444444445,0.9266666666666667,0.02054794520547945,0.010309278350515464,0.005154639175257732,0.01360544217687075,1.0,0.0,0.0,1.0, Approved
1.0,0.6494845360824741,0.4005102040816326,0.6666666666666665,0.2400000000000001,0.0410958904109589,0.4072164948453608,0.5876288659793815,0.5374149659863946,1.0,0.0,1.0,0.0, Rejected
0.0,0.7010309278350515,0.3494897959183674,0.1111111111111111,0.6700000000000002,0.3116438356164384,0.15979381443298968,0.5438144329896908,0.5170068027210885,1.0,0.0,0.0,1.0, Approved
0.8,0.7010309278350515,0.673469387755102,0.1111111111111111,0.31000000000000005,0.3664383561643836,0.6288659793814433,0.47680412371134023,0.40816326530612246,0.0,1.0,0.0,1.0, Approved
0.8,0.29896907216494845,0.20153061224489793,0.8888888888888888,0.18000000000000005,0.10273972602739725,0.1958762886597938,0.27061855670103097,0.2108843537414966,0.0,1.0,0.0,1.0, Rejected
0.2,0.8041237113402061,0.7015306122448979,0.2222222222222222,0.6116666666666668,0.2089041095890411,0.6494845360824743,0.5721649484536082,0.6734693877551021,0.0,1.0,1.0,0.0, Approved
0.6000000000000001,0.5051546391752577,0.2729591836734694,0.2222222222222222,0.06000000000000005,0.0,0.29896907216494845,0.2912371134020619,0.5102040816326531,1.0,0.0,1.0,0.0, Rejected
0.8,0.10309278350515463,0.10204081632653061,0.3333333333333333,0.4966666666666667,0.05821917808219178,0.09278350515463918,0.07474226804123711,0.08843537414965986,0.0,1.0,1.0,0.0, Approved
0.4,0.6597938144329897,0.375,0.7777777777777777,0.16833333333333333,0.4691780821917808,0.3402061855670103,0.5979381443298969,0.22448979591836737,0.0,1.0,1.0,0.0, Rejected
0.8,0.061855670103092786,0.04591836734693877,0.2222222222222222,0.08833333333333337,0.0273972602739726,0.015463917525773195,0.06701030927835051,0.0816326530612245,0.0,1.0,0.0,1.0, Rejected
0.0,0.16494845360824742,0.1377551020408163,1.0,0.15333333333333332,0.13356164383561642,0.12371134020618556,0.08247422680412371,0.09523809523809525,0.0,1.0,1.0,0.0, Rejected
0.6000000000000001,0.8659793814432989,0.548469387755102,1.0,0.5683333333333334,0.18493150684931509,0.4536082474226804,0.6108247422680413,0.6190476190476191,1.0,0.0,0.0,1.0, Approved
1.0,0.16494845360824742,0.17091836734693877,0.8888888888888888,0.2766666666666667,0.09246575342465753,0.10824742268041238,0.14690721649484537,0.1292517006802721,0.0,1.0,1.0,0.0, Rejected
0.2,0.6391752577319587,0.423469387755102,0.0,0.6716666666666666,0.2191780821917808,0.37628865979381443,0.4020618556701031,0.5034013605442177,1.0,0.0,1.0,0.0, Approved
0.2,0.4329896907216495,0.35459183673469385,0.7777777777777777,0.18166666666666675,0.4383561643835617,0.06701030927835051,0.31701030927835055,0.30612244897959184,0.0,1.0,0.0,1.0, Rejected
0.2,0.3917525773195876,0.3010204081632653,0.5555555555555556,0.09333333333333338,0.363013698630137,0.12886597938144329,0.39432989690721654,0.34013605442176875,1.0,0.0,0.0,1.0, Rejected
0.8,0.6907216494845361,0.5229591836734693,0.1111111111111111,0.8983333333333334,0.09246575342465753,0.12371134020618556,0.4072164948453608,0.5034013605442177,1.0,0.0,1.0,0.0, Approved
0.0,0.422680412371134,0.423469387755102,0.8888888888888888,0.28166666666666673,0.010273972602739725,0.29896907216494845,0.30154639175257736,0.4217687074829932,1.0,0.0,1.0,0.0, Rejected
0.6000000000000001,0.7113402061855669,0.6403061224489796,0.4444444444444445,0.7083333333333335,0.708904109589041,0.27319587628865977,0.40463917525773196,0.5850340136054423,0.0,1.0,0.0,1.0, Approved
0.4,0.30927835051546393,0.2602040816326531,0.5555555555555556,0.33666666666666667,0.1506849315068493,0.07731958762886598,0.24999999999999997,0.30612244897959184,0.0,1.0,1.0,0.0, Rejected
0.6000000000000001,0.29896907216494845,0.2729591836734694,0.0,0.405,0.2054794520547945,0.1134020618556701,0.22422680412371132,0.163265306122449,1.0,0.0,1.0,0.0, Approved
0.2,0.5979381443298969,0.5331632653061223,0.5555555555555556,0.41500000000000004,0.6164383561643836,0.422680412371134,0.4278350515463918,0.4217687074829932,1.0,0.0,1.0,0.0, Rejected
0.2,0.29896907216494845,0.2857142857142857,0.1111111111111111,0.9516666666666667,0.0547945205479452,0.12371134020618556,0.17525773195876287,0.2448979591836735,1.0,0.0,0.0,1.0, Approved
0.0,0.8350515463917525,0.7576530612244897,0.1111111111111111,0.5,0.5034246575342466,0.6443298969072164,0.6314432989690721,0.8163265306122449,1.0,0.0,0.0,1.0, Approved
0.4,0.10309278350515463,0.0663265306122449,0.5555555555555556,0.050000000000000044,0.017123287671232876,0.08247422680412371,0.09020618556701031,0.04081632653061225,0.0,1.0,0.0,1.0, Rejected
0.8,0.3711340206185567,0.2576530612244898,0.4444444444444445,0.8883333333333334,0.2602739726027397,0.12886597938144329,0.3556701030927835,0.28571428571428575,1.0,0.0,1.0,0.0, Approved
0.6000000000000001,0.7010309278350515,0.48214285714285715,0.1111111111111111,0.78,0.2979452054794521,0.7061855670103092,0.48711340206185566,0.5238095238095238,0.0,1.0,0.0,1.0, Approved
1.0,0.4536082474226804,0.3596938775510204,0.2222222222222222,0.8083333333333333,0.226027397260274,0.3247422680412371,0.3711340206185567,0.4217687074829932,1.0,0.0,1.0,0.0, Approved
1.0,0.05154639175257732,0.06377551020408163,0.0,0.43500000000000005,0.03424657534246575,0.020618556701030927,0.041237113402061855,0.054421768707483,0.0,1.0,1.0,0.0, Approved
0.6000000000000001,0.8865979381443299,0.6275510204081632,0.7777777777777777,0.6133333333333335,0.5753424657534246,0.8865979381443299,0.7654639175257733,0.7142857142857143,0.0,1.0,1.0,0.0, Approved
1.0,0.8762886597938143,0.7091836734693877,0.4444444444444445,0.6000000000000001,0.8767123287671232,0.041237113402061855,0.6597938144329897,0.6870748299319729,1.0,0.0,0.0,1.0, Approved
1.0,0.5876288659793814,0.4107142857142857,0.5555555555555556,0.9850000000000001,0.3527397260273973,0.5360824742268041,0.49742268041237114,0.3197278911564626,0.0,1.0,1.0,0.0, Approved
0.6000000000000001,0.8969072164948453,0.6147959183673468,0.4444444444444445,0.79,0.386986301369863,0.31443298969072164,0.8015463917525774,0.49659863945578236,1.0,0.0,1.0,0.0, Approved
1.0,0.09278350515463918,0.09183673469387756,0.1111111111111111,0.9850000000000001,0.0410958904109589,0.010309278350515464,0.07989690721649484,0.06122448979591837,0.0,1.0,0.0,1.0, Approved
0.8,0.8659793814432989,0.586734693877551,0.5555555555555556,0.8083333333333333,0.6472602739726028,0.1958762886597938,0.5979381443298969,0.30612244897959184,1.0,0.0,0.0,1.0, Approved
1.0,0.6804123711340205,0.5153061224489796,0.4444444444444445,0.4633333333333334,0.02054794520547945,0.6082474226804123,0.6932989690721649,0.23129251700680273,1.0,0.0,1.0,0.0, Approved
0.2,0.6391752577319587,0.4336734693877551,0.4444444444444445,0.9650000000000001,0.3458904109589041,0.05670103092783505,0.38917525773195877,0.5578231292517007,1.0,0.0,0.0,1.0, Approved
0.2,0.4020618556701031,0.24744897959183673,0.2222222222222222,0.9850000000000001,0.17123287671232879,0.015463917525773195,0.31701030927835055,0.2448979591836735,1.0,0.0,1.0,0.0, Approved
0.0,0.3917525773195876,0.3622448979591837,0.0,0.6883333333333335,0.21575342465753422,0.25257731958762886,0.30670103092783507,0.3197278911564626,1.0,0.0,0.0,1.0, Approved
0.8,0.6804123711340205,0.5561224489795917,0.1111111111111111,0.2433333333333334,0.13013698630136988,0.23711340206185566,0.4793814432989691,0.6258503401360545,1.0,0.0,0.0,1.0, Approved
0.4,0.44329896907216493,0.41581632653061223,0.1111111111111111,0.6316666666666668,0.3561643835616438,0.15979381443298968,0.29381443298969073,0.34013605442176875,0.0,1.0,0.0,1.0, Approved
0.8,0.5670103092783505,0.423469387755102,0.1111111111111111,0.5933333333333335,0.4486301369863014,0.38144329896907214,0.5592783505154639,0.5714285714285715,1.0,0.0,0.0,1.0, Approved
0.2,0.7216494845360825,0.5280612244897959,0.6666666666666665,0.20166666666666666,0.1232876712328767,0.5979381443298969,0.5541237113402062,0.3129251700680272,1.0,0.0,1.0,0.0, Rejected
0.6000000000000001,0.9690721649484535,0.49999999999999994,0.6666666666666665,0.2533333333333334,0.14726027397260272,0.8350515463917526,0.7268041237113402,0.44897959183673475,1.0,0.0,1.0,0.0, Rejected
0.0,0.9484536082474226,0.7755102040816326,0.4444444444444445,0.29500000000000004,0.5993150684931506,0.04639175257731959,0.7010309278350516,0.4217687074829932,1.0,0.0,0.0,1.0, Rejected
0.2,0.5360824742268041,0.4897959183673469,0.8888888888888888,0.6466666666666667,0.4178082191780822,0.041237113402061855,0.43041237113402064,0.2380952380952381,1.0,0.0,0.0,1.0, Approved
0.2,0.4020618556701031,0.20663265306122447,1.0,0.5133333333333334,0.05136986301369863,0.41237113402061853,0.24999999999999997,0.29931972789115646,1.0,0.0,1.0,0.0, Approved
0.0,0.49484536082474223,0.461734693877551,0.5555555555555556,0.7533333333333334,0.5034246575342466,0.20618556701030927,0.26288659793814434,0.44217687074829937,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.845360824742268,0.6811224489795917,0.3333333333333333,0.7433333333333334,0.5171232876712328,0.4329896907216495,0.6881443298969072,0.8503401360544218,0.0,1.0,0.0,1.0, Approved
